OBJECTID,StopCountAug19,StopCountSep20,TARGET_FID_12,GEOID_D,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,TtlP_5U,Md_HHnc,Ttl_Und,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FreqSep20,FreqAug19,FreqPandemic,StopCountPandemic,Shape_Length,Shape_Area,FreqSep20Daily,FreqAug19Daily,FreqPandemicDaily
90,17,15,90,14000US08005005611,4.012022495,5451,2941,2510,0.53953403,0.46046597,1201,2485,648,1117,0.220326546,0.204916529,455,0.083470923,1926,9,0.004672897,5192,81930,1150,1289,0.26006332,0.29149706,1926,291,0.151090343,2.8,1042,3248,2485,15,8225.554553,4012022.343,1042,3248,2485
91,9,6,91,14000US08005005612,3.880111694,3840,1855,1985,0.483072917,0.516927083,931,1945,422,542,0.242447917,0.141145833,125,0.032552083,1522,10,0.006570302,3624,83617,783,805,0.261087029,0.268422808,1522,522,0.342969777,2.51,613,1864,1378,6,8045.274117,3880111.722,613,1864,1378
92,8,8,92,14000US08005005614,2.325298786,3190,1556,1634,0.487774295,0.512225705,682,1209,625,674,0.213793103,0.211285266,382,0.119749216,1297,36,0.027756361,2928,92125,517,886,0.200543057,0.343677269,1297,115,0.088666153,2.46,328,896,774,8,6403.039787,2325298.774,328,896,774
93,21,20,93,14000US08005005619,4.28122282,4833,2407,2426,0.498034347,0.501965653,1041,2378,619,795,0.215394165,0.164494103,338,0.069935858,1826,40,0.021905805,4617,84211,745,1250,0.187941473,0.315338042,1826,371,0.203176342,2.63,992,2634,2200,20,9249.747604,4281222.814,992,2634,2200
94,8,8,94,14000US08005005620,1.039850116,3022,1301,1721,0.430509596,0.569490404,364,1448,365,845,0.120450033,0.279616148,271,0.089675711,1692,197,0.11643026,2877,55429,558,1029,0.20613225,0.3801256,1692,848,0.501182033,1.79,396,920,856,8,4307.169898,1039850.075,396,920,856
95,39,38,95,14000US08001009553,7.706674099,3728,2185,1543,0.58610515,0.41389485,811,2090,426,401,0.217542918,0.107564378,703,0.188572961,1184,54,0.045608108,3560,56094,733,886,0.244251916,0.295234922,1184,564,0.476351351,3.15,1760,5010,4617,39,12302.54002,7706674.187,1760,5010,4617
96,3,2,96,14000US08005005621,2.613604307,2906,1301,1605,0.447694425,0.552305575,555,993,623,735,0.190984171,0.252924983,148,0.050929112,1204,62,0.051495017,2804,121250,717,699,0.296403473,0.288962381,1204,112,0.093023256,2.41,80,246,203,3,9174.220657,2613604.288,80,246,203
97,7,4,97,14000US08005005622,7.043202877,2572,1360,1212,0.528771384,0.471228616,561,1034,531,446,0.218118196,0.17340591,149,0.057931571,1045,14,0.013397129,2501,113125,376,662,0.181030332,0.318728936,1045,354,0.338755981,2.46,401,1098,950,7,13643.33605,7043202.78,401,1098,950
98,9,5,98,14000US08005005624,1.999745607,2804,1438,1366,0.512838802,0.487161198,629,1152,539,484,0.224322397,0.172610556,423,0.15085592,869,12,0.013808976,2698,112218,609,730,0.271148709,0.325022262,869,76,0.087456847,3.22,555,1868,1489,9,6729.877322,1999745.609,555,1868,1489
99,12,10,99,14000US08005005625,1.880781174,3204,1510,1694,0.471285893,0.528714107,616,1628,449,511,0.192259675,0.15948814,311,0.097066167,1250,38,0.0304,3088,89907,511,689,0.194889397,0.262776506,1250,233,0.1864,2.55,790,2340,1965,12,5813.820937,1880781.195,790,2340,1965
100,20,16,100,14000US08005005626,2.012074947,3928,1915,2013,0.487525458,0.512474542,855,1899,480,694,0.217668024,0.176680244,242,0.061608961,1653,83,0.050211736,3865,70197,909,896,0.286750789,0.282649842,1653,484,0.292800968,2.37,856,3432,2587,20,5601.564306,2012074.884,856,3432,2587
101,0,0,101,14000US08005005629,2.583690166,2538,1295,1243,0.510244287,0.489755713,642,1000,414,482,0.252955083,0.189913318,115,0.045311269,836,6,0.007177033,2445,151667,539,728,0.262926829,0.355121951,836,58,0.06937799,3.04,,,,0,6433.098122,2583690.265,,,
102,13,13,102,14000US08005084700,1.737021685,4276,2026,2250,0.473807297,0.526192703,975,2167,602,532,0.228016838,0.124415341,1007,0.235500468,1604,25,0.015586035,3920,79884,860,897,0.250655785,0.261439813,1604,320,0.199501247,2.66,1245,2714,2602,13,5603.339492,1737021.681,1245,2714,2602
103,15,15,103,14000US08005083400,2.71482563,7097,3612,3485,0.508947443,0.491052557,2054,3571,808,664,0.289418064,0.093560659,2341,0.329857686,2223,68,0.030589294,6462,78550,1269,1098,0.243570058,0.21074856,2223,263,0.118308592,3.19,1641,3630,3456,15,6595.684564,2714825.707,1641,3630,3456
104,8,5,104,14000US08005005631,1.676115632,3462,1651,1811,0.47689197,0.52310803,710,1554,599,599,0.205083767,0.173021375,270,0.077989601,1247,8,0.006415397,3227,114119,731,720,0.259680284,0.255772647,1247,37,0.029671211,2.77,200,776,583,8,5311.362915,1676115.604,200,776,583
105,16,14,105,14000US08005007703,1.825961947,4644,2481,2163,0.534237726,0.465762274,1091,2467,447,639,0.234926787,0.137596899,1608,0.34625323,1604,129,0.08042394,4311,52981,1111,1059,0.302642332,0.288477254,1604,844,0.526184539,2.89,1640,3600,3297,16,6642.584779,1825961.982,1640,3600,3297
106,8,0,106,14000US08013013202,65.5317688,1475,727,748,0.492881356,0.507118644,235,584,271,385,0.159322034,0.261016949,53,0.035932203,546,5,0.009157509,1434,118839,384,476,0.301176471,0.373333333,546,34,0.062271062,2.7,,64,32,8,33438.13126,65531768.67,,64,32
107,4,4,107,14000US08013012401,1.117266536,6169,3016,3153,0.488896093,0.511103907,193,5635,179,162,0.03128546,0.026260334,564,0.091424866,1946,162,0.083247688,6025,22578,4140,1106,0.692423482,0.184980766,1946,1551,0.797019527,2.77,1860,4756,4126,4,4864.437621,1117266.518,1860,4756,4126
108,9,9,108,14000US08013012510,50.72383499,4433,2136,2297,0.48184074,0.51815926,868,1908,797,860,0.195804196,0.193999549,283,0.063839386,1880,8,0.004255319,4334,120441,1174,1073,0.317812669,0.290471034,1880,382,0.203191489,2.35,1122,2646,2478,9,37130.78287,50723833.52,1122,2646,2478
109,56,44,109,14000US08031004107,8.503950119,11430,5627,5803,0.492300962,0.507699038,3443,6279,743,965,0.301224847,0.084426947,2222,0.1944007,4532,167,0.036849073,10126,118692,1658,1592,0.20291274,0.194835393,4532,1526,0.336716681,2.49,7206,16813,15268,54,16031.70587,8503950.233,7206,16813,15268
110,32,26,110,14000US08031004106,14.66244316,12959,6489,6470,0.500733081,0.499266919,4074,7403,887,595,0.314376109,0.045914037,2376,0.183347481,3719,74,0.019897822,11764,148795,1857,2813,0.205125373,0.310725726,3719,777,0.208927131,2.96,2758,6507,5793,32,26314.74284,14662443.25,2758,6507,5793
111,15,15,111,14000US08031015500,0.58947587,3915,2129,1786,0.543805875,0.456194125,586,2982,239,108,0.149680715,0.027586207,844,0.215581098,1843,245,0.132935431,3708,52057,1016,429,0.30014771,0.126735598,1843,1678,0.910472056,2.11,1075,2308,2205,15,4433.032958,589475.8592,1075,2308,2205
112,6,6,112,14000US08005005635,2.694525242,4938,2242,2696,0.454029972,0.545970028,951,1819,752,1416,0.192588092,0.286755772,472,0.095585257,1988,182,0.091549296,4630,92604,972,1633,0.233710026,0.392642462,1988,340,0.171026157,2.37,318,780,720,6,7867.579742,2694525.173,318,780,720
113,2,1,113,14000US08005006713,0.531745136,1629,884,745,0.542664211,0.457335789,220,1243,124,42,0.135052179,0.025782689,624,0.38305709,869,51,0.058688147,1568,72340,247,210,0.174188999,0.14809591,869,869,1,1.87,53,195,120,1,3599.461797,531745.1165,53,195,120
114,22,22,114,14000US08005084600,2.058106661,5421,2614,2807,0.482198856,0.517801144,1277,2896,673,575,0.235565394,0.106068991,1595,0.294226158,1964,38,0.019348269,5184,69310,882,1063,0.205930423,0.248190521,1964,756,0.384928717,2.76,1285,3292,2929,22,7091.662085,2058106.61,1285,3292,2929
115,3,0,115,14000US08005005636,5.129411697,1908,889,1019,0.465932914,0.534067086,521,633,394,360,0.273060797,0.188679245,108,0.056603774,692,0,0,1860,202188,453,593,0.296272073,0.387835186,692,0,0,2.76,,318,,0,9674.457943,5129411.601,,318,
116,73,61,116,14000US08031001701,1.137981534,6523,3952,2571,0.605856201,0.394143799,244,4361,1103,815,0.037406101,0.124942511,740,0.113444734,4344,672,0.154696133,6417,93654,1429,1362,0.22758401,0.216913521,4344,2948,0.678637201,1.5,20280,52750,46378,70,4465.32222,1137981.537,20280,52750,46378
117,86,74,117,14000US08031001702,1.115574956,4253,2457,1796,0.577709852,0.422290148,41,3493,413,306,0.009640254,0.071949212,755,0.177521749,2637,855,0.324232082,4253,65408,1411,913,0.334995252,0.216761633,2637,1690,0.640879788,1.41,26400,73741,63458,86,4179.429178,1115574.897,26400,73741,63458
118,16,15,118,14000US08031001800,0.974172354,3457,1782,1675,0.515475846,0.484524154,457,2216,462,322,0.132195545,0.093144345,1064,0.307781313,1721,484,0.281231842,3341,47725,881,843,0.288474132,0.276031434,1721,1151,0.668797211,1.97,1031,2682,2374,16,4756.096333,974172.3675,1031,2682,2374
119,15,15,119,14000US08005086200,2.221013784,6740,3365,3375,0.49925816,0.50074184,1917,3647,787,389,0.284421365,0.057715134,1596,0.236795252,2011,10,0.00497265,6152,108720,1062,1217,0.20992291,0.240561376,2011,246,0.1223272,3.35,672,1788,1566,15,6495.374678,2221013.737,672,1788,1566
120,7,7,120,14000US08005085400,1.84692657,4586,2184,2402,0.47623201,0.52376799,1197,2167,803,419,0.261011775,0.091365024,1076,0.234627126,1426,12,0.008415147,4253,132083,983,475,0.282227964,0.136376687,1426,57,0.03997195,3.2,378,952,854,7,7008.17042,1846926.528,378,952,854
121,17,16,121,14000US08031002000,0.786674261,2202,1234,968,0.560399637,0.439600363,32,1451,415,304,0.014532243,0.138056312,432,0.196185286,1433,278,0.193998604,2170,100947,344,552,0.158525346,0.25437788,1433,1057,0.737613398,1.54,2097,5344,4852,17,4232.589915,786674.2639,2097,5344,4852
122,11,5,122,14000US08031002402,0.410923302,2009,944,1065,0.469885515,0.530114485,330,1310,164,205,0.164260826,0.102040816,580,0.288700846,866,213,0.24595843,1779,73125,417,363,0.246745562,0.214792899,866,447,0.516166282,2.21,526,1850,1327,11,2997.578248,410923.3112,526,1850,1327
123,10,1,123,14000US08005005633,1.953070998,3070,1390,1680,0.45276873,0.54723127,614,1252,634,570,0.2,0.185667752,191,0.062214984,1330,35,0.026315789,3015,104756,619,611,0.243222004,0.240078585,1330,284,0.213533835,2.31,111,658,440,10,7023.849261,1953071.042,111,658,440
124,19,6,124,14000US08005005634,4.785228252,3173,1309,1864,0.412543334,0.587456666,309,1137,520,1207,0.097384179,0.380397101,247,0.077844311,1627,89,0.054701905,3121,68586,491,1234,0.170901497,0.429516185,1627,326,0.200368777,1.88,464,1902,1415,19,11531.25959,4785228.313,464,1902,1415
125,31,31,125,14000US08005005700,2.326873064,3888,2115,1773,0.543981481,0.456018519,510,2662,404,312,0.13117284,0.080246914,463,0.119084362,1822,199,0.109220637,3722,48465,1045,650,0.304575925,0.18944914,1822,1318,0.7233809,2.13,4782,10592,9853,31,6590.235113,2326873.169,4782,10592,9853
126,4,4,126,14000US08005005800,1.209961295,2755,1264,1491,0.458802178,0.541197822,491,1465,439,360,0.178221416,0.130671506,236,0.085662432,1225,61,0.049795918,2493,81708,606,604,0.259751393,0.258894128,1225,244,0.199183673,2.25,614,1188,1142,4,4828.219292,1209961.334,614,1188,1142
127,22,21,127,14000US08005005951,1.433492541,4627,1999,2628,0.432029393,0.567970607,633,2299,648,1047,0.136805706,0.226280527,595,0.128593041,2544,615,0.241745283,4367,36640,740,1508,0.184171229,0.3753111,2544,1816,0.713836478,1.7,2557,5164,4602,22,4841.894132,1433492.564,2557,5164,4602
128,6,4,128,14000US08005005952,1.000072837,3582,1744,1838,0.486878839,0.513121161,714,2033,380,455,0.199329983,0.127024009,394,0.109994417,1682,107,0.063614744,3370,58869,753,885,0.254822335,0.299492386,1682,1062,0.631391201,2.11,157,562,434,6,4808.425608,1000072.889,157,562,434
129,17,17,129,14000US08005006000,2.628000975,2647,1429,1218,0.539856441,0.460143559,342,1384,508,413,0.129202871,0.156025689,290,0.10955799,1395,214,0.153405018,2469,51201,570,637,0.247288503,0.276355748,1395,592,0.42437276,1.89,1573,3562,3396,17,6700.895635,2628000.922,1573,3562,3396
130,6,6,130,14000US08005084900,1.848676324,3333,1610,1723,0.483048305,0.516951695,693,1615,579,446,0.207920792,0.133813381,655,0.196519652,1058,20,0.018903592,3107,145938,633,569,0.235578712,0.211760328,1058,44,0.041587902,3.15,532,1210,1136,6,6579.711517,1848676.282,532,1210,1136
131,2,2,131,14000US08014030900,5.440403938,5809,3049,2760,0.524875194,0.475124806,1346,2686,831,946,0.231709416,0.162850749,801,0.137889482,2201,44,0.019990913,5395,108385,1044,1288,0.225097025,0.277705908,2201,288,0.130849614,2.64,36,236,102,2,13511.54138,5440403.963,36,236,102
132,0,0,132,14000US08123002009,42.71583939,1725,819,906,0.474782609,0.525217391,333,734,336,322,0.193043478,0.186666667,45,0.026086957,656,12,0.018292683,1611,97188,306,450,0.211034483,0.310344828,656,46,0.070121951,2.62,,,,0,35327.63713,42715838.4,,,
133,13,11,133,14000US08005006712,5.00954771,1390,719,671,0.517266187,0.482733813,292,432,306,360,0.210071942,0.258992806,142,0.102158273,579,0,0,1359,182031,252,464,0.218560278,0.402428448,579,71,0.122625216,2.4,2070,6186,5106,11,13438.08825,5009547.891,2070,6186,5106
134,11,10,134,14000US08005006858,2.823686123,4961,2490,2471,0.501914937,0.498085063,768,3110,440,643,0.154807498,0.129610966,1219,0.245716589,2658,220,0.082768999,4738,74571,842,1129,0.200810875,0.269258288,2658,2171,0.816779533,1.83,1054,1307,1718,10,9861.841791,2823686.055,1054,1307,1718
135,13,13,135,14000US08031005104,0.74144578,3658,1765,1893,0.482504101,0.517495899,599,1911,533,615,0.163750683,0.168124658,1244,0.340076545,1681,295,0.175490779,3454,44926,763,947,0.247727273,0.307467532,1681,1381,0.821534801,2.01,808,1752,1671,13,3643.30047,741445.7998,808,1752,1671
136,61,63,136,14000US08031003500,6.738967896,6626,3523,3103,0.531693329,0.468306671,1896,3558,673,499,0.286145487,0.075309387,1755,0.264865681,1803,99,0.054908486,6269,54602,1179,1543,0.236651947,0.309714974,1803,973,0.539656129,3.66,6493,13098,12381,61,10705.91815,6738967.674,6493,13098,12381
137,12,11,137,14000US08031002701,0.573638141,4700,2678,2022,0.569787234,0.430212766,80,3793,520,307,0.017021277,0.065319149,743,0.158085106,3595,966,0.268706537,4684,41957,1166,683,0.251564186,0.147357066,3595,3130,0.870653686,1.29,3244,7689,7001,11,3073.903142,573638.1331,3244,7689,7001
138,12,12,138,14000US08031005200,2.084588528,3617,1853,1764,0.512303014,0.487696986,611,1912,545,549,0.168924523,0.151783246,595,0.164500968,1384,0,0,3318,107875,638,785,0.208224543,0.256201044,1384,244,0.176300578,2.61,1022,2385,2223,12,8102.729839,2084588.486,1022,2385,2223
139,21,8,139,14000US08031006814,2.086775064,5148,2670,2478,0.518648019,0.481351981,1417,2598,511,622,0.275252525,0.120823621,2089,0.405788656,2045,57,0.027872861,4946,55284,1036,665,0.273784355,0.175739958,2045,976,0.477261614,2.52,1016,2728,2312,20,7071.968144,2086775.167,1016,2728,2312
140,39,26,140,14000US08031001500,5.356753826,4550,2664,1886,0.585494505,0.414505495,1024,2907,373,246,0.225054945,0.054065934,858,0.188571429,1184,142,0.119932432,4290,50185,1021,1205,0.28591431,0.337440493,1184,699,0.590371622,3.13,2268,6983,6717,39,13101.71664,5356753.724,2268,6983,6717
141,68,56,141,14000US08031002100,3.8551085,6613,3302,3311,0.499319522,0.500680478,930,4571,585,527,0.140632088,0.079691517,1123,0.169817027,3077,468,0.152096198,6186,72064,1199,1113,0.209432314,0.19441048,3077,1732,0.562885928,2.13,9294,21844,20174,59,10270.23924,3855108.414,9294,21844,20174
142,27,27,142,14000US08031002403,0.940829694,4217,2205,2012,0.522883567,0.477116433,555,2887,406,369,0.131610149,0.087502964,1424,0.337680816,2303,495,0.214937039,3968,46758,958,1006,0.256561328,0.269416176,2303,1615,0.701259227,1.76,4699,10156,9645,27,5010.937582,940829.717,4699,10156,9645
143,26,15,143,14000US08031002601,0.519456446,3518,1944,1574,0.552586697,0.447413303,36,2543,627,312,0.010233087,0.088686754,533,0.151506538,2473,1051,0.424989891,3482,50858,774,849,0.222286043,0.243825388,2473,2259,0.913465427,1.39,3731,10209,8388,26,2939.804319,519456.4339,3731,10209,8388
144,7,5,144,14000US08031002602,0.392968267,2842,1457,1385,0.512667136,0.487332864,65,2371,179,227,0.022871217,0.079873329,343,0.120689655,1745,316,0.181088825,2818,80286,496,396,0.177523264,0.141732283,1745,1294,0.741547278,1.57,598,2108,1324,6,2741.267294,392968.2775,598,2108,1324
145,10,10,145,14000US08031002702,0.654976547,6271,3290,2981,0.524637219,0.475362781,202,4803,715,551,0.032211768,0.087864774,777,0.123903684,4192,602,0.14360687,6175,61611,1505,669,0.247981546,0.110232328,4192,2989,0.713024809,1.47,1366,3134,2860,10,3534.817333,654976.5699,1366,3134,2860
146,4,4,146,14000US08005006100,1.134197116,3184,1587,1597,0.498429648,0.501570352,447,1857,520,360,0.140389447,0.113065327,482,0.15138191,1598,247,0.15456821,3086,50802,733,685,0.263195691,0.245960503,1598,920,0.57571965,1.95,416,1024,928,4,4457.373315,1134197.139,416,1024,928
147,6,6,147,14000US08031002801,0.752657294,2733,1131,1602,0.413830955,0.586169045,223,1888,374,248,0.081595317,0.090742774,260,0.095133553,1656,126,0.076086957,2639,66096,522,404,0.207307387,0.160444797,1656,1004,0.606280193,1.65,602,1072,1149,6,3840.083471,752657.3097,602,1072,1149
148,14,8,148,14000US08031002802,0.88608247,4261,2184,2077,0.512555738,0.487444262,455,3066,421,319,0.106782445,0.074865055,423,0.099272471,2683,322,0.120014909,4120,56576,949,624,0.246301583,0.161951726,2683,1854,0.691017518,1.58,1210,3930,3175,14,4387.427537,886082.4836,1210,3930,3175
149,9,5,149,14000US08031002803,0.563656151,4721,2505,2216,0.530607922,0.469392078,286,3538,356,541,0.060580386,0.114594366,575,0.12179623,3088,277,0.089702073,4542,60560,1174,632,0.261353517,0.140694568,3088,2355,0.762629534,1.52,442,1239,1075,9,3268.611447,563656.1769,442,1239,1075
150,11,4,150,14000US08005005623,4.077598095,4424,2152,2272,0.486437613,0.513562387,1080,1942,628,774,0.244122966,0.174954792,156,0.035262206,1699,28,0.016480283,4235,110417,894,993,0.257859821,0.286414768,1699,329,0.19364332,2.6,640,2286,1783,11,8731.942255,4077597.931,640,2286,1783
151,19,19,151,14000US08005087200,2.382538557,4249,1937,2312,0.45587197,0.54412803,864,2512,412,461,0.203341963,0.108496117,1590,0.374205695,2126,204,0.095954845,3922,53495,913,724,0.263949118,0.209309049,2126,1598,0.751646284,1.99,1394,3378,2986,19,13580.04984,2382538.439,1394,3378,2986
152,7,7,152,14000US08005006200,2.522170067,3379,1645,1734,0.486830423,0.513169577,626,1797,526,430,0.185261912,0.127256585,396,0.117194436,1332,56,0.042042042,3277,66034,587,768,0.210093057,0.274874732,1332,501,0.376126126,2.54,577,1276,1227,7,7174.519903,2522170.128,577,1276,1227
153,4,4,153,14000US08005006300,1.298943281,2522,1348,1174,0.534496431,0.465503569,305,1453,404,360,0.120935765,0.142743854,108,0.042823156,1141,39,0.034180543,2406,69280,536,488,0.239072257,0.217662801,1141,145,0.127081507,2.21,416,1024,928,4,4830.995484,1298943.28,416,1024,928
154,2,2,154,14000US08005006400,2.397864342,3379,1781,1598,0.527079017,0.472920983,598,1953,434,394,0.176975437,0.116602545,638,0.188813258,1266,35,0.02764613,3122,61042,864,642,0.303690685,0.225659051,1266,546,0.431279621,2.57,222,536,490,2,7087.328698,2397864.352,222,536,490
155,11,9,155,14000US08005006601,1.943531036,5669,2856,2813,0.503792556,0.496207444,1113,3526,448,582,0.196330923,0.102663609,1118,0.197212912,2544,150,0.058962264,5326,42298,890,1118,0.189805929,0.238430369,2544,1881,0.739386792,2.16,709,1924,1610,9,5635.36033,1943531.096,709,1924,1610
156,14,14,156,14000US08005082100,1.945825934,7130,3143,3987,0.440813464,0.559186536,2143,3465,847,675,0.30056101,0.094670407,3813,0.534782609,2332,180,0.077186964,6503,63750,1510,1183,0.294003115,0.230334891,2332,1335,0.572469983,3.06,1538,3526,3301,14,5698.455656,1945825.913,1538,3526,3301
157,5,5,157,14000US08005082700,1.217128515,3654,1910,1744,0.522714833,0.477285167,871,2027,423,333,0.238368911,0.091133005,1206,0.330049261,1160,16,0.013793103,3348,86694,765,562,0.266179541,0.195546277,1160,123,0.106034483,3.15,772,1946,1745,5,4368.798499,1217128.473,772,1946,1745
158,15,15,158,14000US08005086800,1.691581607,7362,3761,3601,0.510866612,0.489133388,1600,4472,615,675,0.217332247,0.091687042,4103,0.55732138,3174,290,0.09136736,6744,59416,1961,1267,0.326343818,0.210850391,3174,2071,0.652488973,2.32,1602,3602,3384,15,8641.826719,1691581.666,1602,3602,3384
159,4,0,159,14000US08005086400,8.04531765,2090,1076,1014,0.514832536,0.485167464,491,823,430,346,0.23492823,0.165550239,234,0.111961722,724,4,0.005524862,1986,168281,417,488,0.244145199,0.285714286,724,39,0.053867403,2.89,,120,60,4,18912.75667,8045317.581,,120,60
160,5,4,160,14000US08005006855,7.798460007,5841,2977,2864,0.509673001,0.490326999,1794,2755,767,525,0.307139188,0.08988187,1575,0.269645609,1973,30,0.015205271,5596,125234,1151,928,0.270951036,0.218455744,1973,375,0.19006589,2.95,424,567,708,4,14585.87295,7798460.226,424,567,708
